Id,SalePrice
1461,114047.234
1462,165260.06
1463,177617.6
1464,194321.55
1465,184546.97
1466,168615.36
1467,180408.66
1468,164713.77
1469,192900.19
1470,120903.23
1471,170467.47
1472,95953.57
1473,99150.67
1474,153856.75
1475,132524.56
1476,370810.16
1477,247796.28
1478,292122.34
1479,257672.08
1480,455273.6
1481,342946.84
1482,202654.56
1483,175978.22
1484,168506.84
1485,187472.12
1486,196975.7
1487,303169.7
1488,230083.28
1489,191397.0
1490,219911.56
1491,189999.56
1492,86991.58
1493,169610.61
1494,289296.16
1495,296410.66
1496,195168.27
1497,173467.16
1498,161754.19
1499,165656.9
1500,148356.34
1501,167984.1
1502,145083.66
1503,285042.78
1504,239025.06
1505,212126.58
1506,169614.97
1507,241804.34
1508,180575.45
1509,157107.38
1510,144214.03
1511,143310.39
1512,174663.36
1513,137485.72
1514,139577.06
1515,179630.6
1516,155427.98
1517,158103.45
1518,126880.88
1519,213372.14
1520,137514.83
1521,136718.86
1522,176628.06
1523,119553.125
1524,121988.58
1525,121563.29
1526,118430.13
1527,104120.945
1528,132923.16
1529,146799.19
1530,171120.8
1531,112039.91
1532,100066.414
1533,148956.47
1534,118560.32
1535,184529.2
1536,118703.21
1537,72209.984
1538,138945.14
1539,202102.56
1540,87487.02
1541,133307.81
1542,150488.98
1543,231552.17
1544,80899.31
1545,110191.01
1546,120597.26
1547,130181.97
1548,133158.64
1549,108964.58
1550,136084.7
1551,110691.516
1552,150936.86
1553,139173.64
1554,104462.195
1555,173661.31
1556,73900.77
1557,112746.914
1558,94004.984
1559,84549.016
1560,149199.86
1561,115138.0
1562,129304.82
1563,121657.58
1564,164266.83
1565,151607.11
1566,233354.47
1567,74523.52
1568,217205.08
1569,133676.75
1570,133704.05
1571,128980.3
1572,141191.8
1573,253956.08
1574,111813.08
1575,226809.05
1576,225416.89
1577,181741.28
1578,134814.66
1579,150110.0
1580,191780.16
1581,149754.69
1582,124857.78
1583,306841.1
1584,233892.31
1585,135160.05
1586,69068.8
1587,89687.734
1588,148789.92
1589,96142.81
1590,141553.25
1591,98622.46
1592,115333.4
1593,127929.45
1594,121091.664
1595,105729.97
1596,218118.84
1597,178064.48
1598,203608.25
1599,179538.97
1600,163547.94
1601,72467.375
1602,107638.305
1603,77842.15
1604,256832.78
1605,260626.17
1606,165365.84
1607,152491.06
1608,207161.27
1609,179077.94
1610,144239.06
1611,142253.6
1612,167805.56
1613,155175.02
1614,130560.19
1615,80175.484
1616,63864.84
1617,88498.805
1618,130012.61
1619,140433.6
1620,160402.52
1621,140966.3
1622,142542.84
1623,276651.78
1624,199378.2
1625,123476.83
1626,170172.34
1627,179445.84
1628,279597.8
1629,175445.34
1630,345938.7
1631,227140.45
1632,257827.92
1633,181670.58
1634,189062.55
1635,170292.97
1636,155479.58
1637,184223.77
1638,208311.72
1639,178323.48
1640,268320.7
1641,176650.14
1642,216461.67
1643,242234.81
1644,236484.45
1645,188813.53
1646,166126.78
1647,163007.61
1648,127917.13
1649,133902.47
1650,118616.87
1651,129232.83
1652,94886.69
1653,97740.43
1654,149765.97
1655,149613.78
1656,147726.39
1657,150799.02
1658,143997.03
1659,138672.19
1660,155943.64
1661,426274.88
1662,449933.44
1663,404699.28
1664,444421.9
1665,302837.1
1666,315108.06
1667,367521.53
1668,337669.22
1669,276848.16
1670,344386.97
1671,258033.31
1672,401849.06
1673,300759.34
1674,263798.47
1675,202686.27
1676,195007.89
1677,224627.17
1678,396688.16
1679,363070.75
1680,354891.28
1681,261938.34
1682,320474.4
1683,183966.39
1684,169384.78
1685,166061.69
1686,168333.06
1687,180401.08
1688,187356.31
1689,192478.08
1690,184971.8
1691,181459.5
1692,277404.75
1693,172669.8
1694,177434.4
1695,174285.48
1696,283607.3
1697,183394.62
1698,354180.25
1699,319834.75
1700,250131.88
1701,273088.1
1702,265398.3
1703,269007.34
1704,300615.38
1705,238187.67
1706,413350.88
1707,217872.48
1708,203387.4
1709,255658.31
1710,228019.67
1711,255271.19
1712,257625.39
1713,250951.44
1714,214636.69
1715,197597.72
1716,180854.12
1717,178460.94
1718,137575.7
1719,205802.55
1720,249163.6
1721,166784.0
1722,123568.945
1723,162421.34
1724,207907.83
1725,245490.92
1726,201873.72
1727,163638.12
1728,177119.6
1729,176539.83
1730,158043.3
1731,125544.94
1732,128614.016
1733,116424.36
1734,117290.62
1735,129045.26
1736,113296.086
1737,276322.47
1738,225627.88
1739,278118.38
1740,195871.42
1741,199588.8
1742,163699.61
1743,169992.12
1744,299165.66
1745,213203.31
1746,210852.48
1747,236418.16
1748,213593.84
1749,150468.61
1750,132204.19
1751,260614.73
1752,121199.34
1753,140073.38
1754,211820.7
1755,174060.4
1756,140155.69
1757,125145.68
1758,148530.47
1759,168487.4
1760,172034.67
1761,147873.4
1762,173856.86
1763,189218.03
1764,110013.76
1765,127611.664
1766,184340.47
1767,222266.08
1768,148657.31
1769,180162.61
1770,145165.45
1771,120238.95
1772,133330.31
1773,128812.5
1774,121226.97
1775,127285.68
1776,128049.07
1777,113308.836
1778,131888.61
1779,101321.03
1780,170091.38
1781,128268.586
1782,100218.46
1783,141783.06
1784,95426.914
1785,113060.9
1786,148988.86
1787,163325.83
1788,55971.152
1789,95281.96
1790,82942.93
1791,151319.38
1792,156018.16
1793,131192.88
1794,151156.1
1795,130736.62
1796,125967.22
1797,107584.43
1798,119614.94
1799,112696.93
1800,127015.266
1801,128547.67
1802,135344.25
1803,150339.23
1804,140259.98
1805,145901.47
1806,107250.98
1807,138973.77
1808,118154.195
1809,111807.0
1810,144850.84
1811,103668.234
1812,86982.2
1813,129054.86
1814,95827.64
1815,58983.51
1816,95928.04
1817,98057.69
1818,135068.69
1819,122277.086
1820,62206.86
1821,104359.234
1822,125327.58
1823,57134.137
1824,153395.69
1825,136761.77
1826,95438.93
1827,105068.266
1828,139896.89
1829,114142.88
1830,139772.61
1831,154320.23
1832,81890.65
1833,137442.6
1834,110138.79
1835,110884.234
1836,129427.21
1837,84006.97
1838,111785.36
1839,85673.84
1840,135587.52
1841,143405.95
1842,81704.37
1843,131304.28
1844,129714.51
1845,149500.11
1846,161482.3
1847,166030.48
1848,59068.23
1849,96178.12
1850,116415.59
1851,158880.81
1852,127932.016
1853,127211.65
1854,179494.45
1855,134835.36
1856,230260.2
1857,129900.57
1858,133128.94
1859,114590.17
1860,136712.61
1861,114590.17
1862,302132.9
1863,299728.25
1864,299728.25
1865,332872.25
1866,340172.88
1867,244346.88
1868,296687.53
1869,209384.06
1870,221432.9
1871,234574.52
1872,166582.75
1873,253098.95
1874,152595.52
1875,207143.3
1876,188696.88
1877,205738.95
1878,189746.78
1879,129792.22
1880,134290.72
1881,227448.27
1882,277703.6
1883,195060.9
1884,200898.45
1885,255765.38
1886,298357.34
1887,215453.12
1888,262999.9
1889,164706.53
1890,121676.266
1891,113120.32
1892,108296.67
1893,130562.68
1894,120309.04
1895,140949.22
1896,128225.164
1897,124238.94
1898,114162.805
1899,161062.56
1900,176326.8
1901,165362.06
1902,156111.33
1903,226333.47
1904,124646.836
1905,187876.81
1906,154452.89
1907,203906.73
1908,109078.01
1909,132730.36
1910,121148.266
1911,205330.86
1912,324711.9
1913,155784.73
1914,66592.31
1915,269857.84
1916,75475.88
1917,271636.38
1918,137925.67
1919,172420.66
1920,151408.3
1921,403963.16
1922,350395.6
1923,205723.06
1924,201752.28
1925,210308.23
1926,377911.78
1927,135908.58
1928,158979.94
1929,129466.72
1930,131010.58
1931,144230.67
1932,144735.55
1933,180971.28
1934,175918.81
1935,169234.78
1936,183291.64
1937,172718.88
1938,181583.97
1939,256026.73
1940,184571.78
1941,162993.31
1942,196174.08
1943,196141.16
1944,342232.62
1945,348366.44
1946,142166.25
1947,309070.78
1948,174909.9
1949,240390.97
1950,173873.94
1951,236818.47
1952,228084.48
1953,167839.97
1954,192358.25
1955,131680.86
1956,273864.25
1957,158217.03
1958,322285.78
1959,141213.47
1960,119398.28
1961,119979.85
1962,95231.73
1963,99608.25
1964,106273.74
1965,143656.45
1966,143642.47
1967,283185.7
1968,410836.44
1969,379601.88
1970,456292.03
1971,509502.25
1972,388567.94
1973,275092.97
1974,320127.4
1975,404082.62
1976,261392.58
1977,373538.88
1978,373688.53
1979,326004.88
1980,195777.48
1981,342345.9
1982,218598.44
1983,196178.58
1984,170471.05
1985,213681.45
1986,187301.64
1987,174308.6
1988,164378.4
1989,199207.53
1990,227111.42
1991,238531.38
1992,202033.19
1993,167912.17
1994,229944.42
1995,177913.25
1996,258334.69
1997,308295.38
1998,320946.94
1999,252449.77
2000,336501.0
2001,248329.75
2002,224835.7
2003,254775.77
2004,271391.4
2005,237161.33
2006,220082.77
2007,259480.12
2008,220241.92
2009,202910.22
2010,198009.89
2011,129161.37
2012,171241.61
2013,180468.36
2014,192885.83
2015,208267.02
2016,187022.84
2017,201797.89
2018,126482.31
2019,138893.08
2020,103362.695
2021,111187.3
2022,187402.06
2023,150275.44
2024,253368.47
2025,355321.38
2026,166766.97
2027,146286.3
2028,158313.47
2029,166221.88
2030,271446.28
2031,214914.64
2032,250615.64
2033,257208.78
2034,169470.42
2035,206780.72
2036,176966.3
2037,177174.5
2038,309899.25
2039,183867.47
2040,266656.16
2041,264607.53
2042,193985.48
2043,172124.11
2044,170692.3
2045,235300.9
2046,133639.66
2047,148490.39
2048,139748.08
2049,137438.66
2050,175744.92
2051,108018.69
2052,129485.98
2053,152968.97
2054,85346.83
2055,163671.36
2056,131703.34
2057,110478.69
2058,209795.81
2059,137492.94
2060,170341.53
2061,181757.22
2062,127075.12
2063,103733.21
2064,136346.08
2065,114306.5
2066,166876.75
2067,113725.96
2068,132143.3
2069,88078.15
2070,118116.0
2071,94374.26
2072,125384.37
2073,142663.61
2074,193052.56
2075,143508.7
2076,125276.555
2077,144644.33
2078,125464.15
2079,137729.81
2080,118912.83
2081,133648.97
2082,108743.04
2083,137389.78
2084,107477.164
2085,122407.53
2086,116326.586
2087,128395.26
2088,103495.164
2089,78611.53
2090,120178.08
2091,104981.73
2092,125204.414
2093,129543.78
2094,110776.84
2095,130251.766
2096,78799.78
2097,92928.83
2098,142398.42
2099,64806.21
2100,83173.67
2101,120493.1
2102,123036.26
2103,103657.95
2104,135517.45
2105,119862.51
2106,70753.89
2107,203215.42
2108,118553.766
2109,119441.445
2110,133662.22
2111,139950.4
2112,153633.0
2113,118528.1
2114,104731.02
2115,178512.02
2116,128017.445
2117,143799.55
2118,126920.09
2119,97834.06
2120,121009.7
2121,118842.54
2122,95809.914
2123,84511.2
2124,178450.05
2125,131970.39
2126,161623.11
2127,144051.83
2128,111588.84
2129,89224.57
2130,131184.23
2131,145858.62
2132,118764.016
2133,122987.57
2134,114748.52
2135,97140.96
2136,75571.75
2137,99850.78
2138,132705.92
2139,147512.25
2140,141770.5
2141,143556.89
2142,121266.87
2143,139976.17
2144,118209.31
2145,138776.95
2146,184649.78
2147,143884.88
2148,124909.11
2149,136698.78
2150,204367.34
2151,109976.0
2152,175150.44
2153,177824.03
2154,100005.266
2155,137216.4
2156,263808.28
2157,231818.42
2158,246730.89
2159,199559.69
2160,176273.84
