Id,SalePrice
1461,209284.94543454528
1462,70419.93657913385
1463,166669.6552030542
1464,172358.91179584642
1465,226314.1220924065
1466,139000.93748237193
1467,204397.59112269513
1468,139936.8319233876
1469,158345.08617958042
1470,99372.4248173862
1471,300898.2531564345
1472,139070.51969081745
1473,83595.11126141809
1474,101282.01713876403
1475,128360.65413521614
1476,99528.80908167921
1477,157944.02907956496
1478,100022.4729369022
1479,122861.56225749559
1480,105369.38734574313
1481,141349.59409952513
1482,173551.43342003762
1483,185900.59495815902
1484,96424.08205252793
1485,191100.88613546547
1486,196054.8012886038
1487,205765.50053046574
1488,204936.52512923873
1489,145668.20361024432
1490,138592.17981338827
1491,258866.28559692425
1492,189986.30605122237
1493,76103.57772044232
1494,169649.38152469462
1495,286749.8585144974
1496,178559.86423936905
1497,198761.69289450988
1498,104020.14873470447
1499,147341.86990667658
1500,221185.44362332975
1501,190393.55302802508
1502,311289.8821537052
1503,338014.8388257844
1504,94651.58998859965
1505,120235.73182651447
1506,89086.4438715569
1507,116618.87610738282
1508,119334.70973045251
1509,148084.5187854889
1510,173429.3645374491
1511,88012.19446773198
1512,164175.01035028463
1513,175856.52455634356
1514,179715.05299293145
1515,199680.59881452553
1516,97403.21427562402
1517,279458.4585980006
1518,109139.20397952956
1519,138466.54472936317
1520,131511.7430236414
1521,133259.45769792842
1522,79069.87788770732
1523,155214.13199834246
1524,153070.00991606282
1525,137430.23375829915
1526,67831.68798447878
1527,142493.84852599574
1528,163183.64358549495
1529,221618.42481884453
1530,96050.4339668589
1531,181185.28878442955
1532,335815.4988607173
1533,138004.906393126
1534,223603.70702123584
1535,250859.87946263724
1536,158355.22671188903
1537,85714.98161179002
1538,168132.3822532246
1539,202206.22335483134
1540,203644.89541431796
1541,117756.76243524195
1542,148243.4294738433
1543,217122.5843518494
1544,73515.57620800054
1545,99785.76228747924
1546,257738.81301753526
1547,187774.44710275624
1548,269621.84990745725
1549,136974.27157688374
1550,156598.27989458165
1551,143800.77426405158
1552,290738.45267685095
1553,85699.25046909228
1554,140297.02409549977
1555,150940.66070231854
1556,203789.9043729629
1557,306384.8931748464
1558,365419.2813964831
1559,223444.5583997143
1560,107909.8501804138
1561,141382.3648412933
1562,147763.95888234593
1563,251734.3948035317
1564,178233.0222898844
1565,154647.4735571046
1566,138326.19842456887
1567,242013.60302672233
1568,171254.43234346726
1569,161326.72882776754
1570,86798.83802356198
1571,113269.97524001147
1572,178771.69295446505
1573,120697.13466674322
1574,135754.21961931733
1575,102107.04931425396
1576,139294.8238853108
1577,124111.88592694339
1578,134388.70077385625
1579,241603.7963655931
1580,108369.32209151913
1581,132816.116822802
1582,53219.18951873854
1583,183336.21312258812
1584,117219.39949935488
1585,229046.3703195987
1586,198033.8486629926
1587,225635.60364489374
1588,125809.62032103539
1589,159016.5197982213
1590,92355.89487949037
1591,92616.71192322264
1592,92360.95904416137
1593,200995.5767028666
1594,144989.88828507136
1595,86154.53572341078
1596,151375.48825160984
1597,159383.1330329834
1598,102932.94420707249
1599,123391.4064007327
1600,176077.4306378289
1601,259322.59557687712
1602,119045.43329015013
1603,126424.03302543506
1604,193234.23627014155
1605,150329.45308863674
1606,203559.98413242295
1607,147567.76052145602
1608,196414.83449508832
1609,231235.94536259025
1610,188891.9833296301
1611,246144.58054751658
1612,195504.82280871144
1613,77329.65918963205
1614,199673.31333443383
1615,190859.93122057116
1616,217676.24052266602
1617,352709.1472156516
1618,117800.67182531697
1619,120566.32661089406
1620,166861.55927166087
1621,230676.73853379104
1622,202265.6811653988
1623,170140.51946302794
1624,200892.60513437935
1625,152495.0923595531
1626,161017.56131527433
1627,155734.50484699535
1628,85478.91360300081
1629,233497.58475510287
1630,183466.05414525827
1631,251562.64562523388
1632,257486.44727643358
1633,122422.54696646146
1634,117719.16948626074
1635,122983.81515742862
1636,73621.36782641173
1637,183643.5799280916
1638,290323.894117218
1639,199334.65730062104
1640,188493.09093532106
1641,94706.2452809182
1642,122942.4132176498
1643,98182.94724290259
1644,220012.84461740847
1645,102948.72102869966
1646,246319.06122361135
1647,155780.31617533905
1648,110505.55603515613
1649,206567.70665661106
1650,154064.04095193814
1651,87192.88328121975
1652,146124.91887139785
1653,141715.09395207977
1654,211451.89017420867
1655,131973.99192161742
1656,125956.4894993119
1657,108539.61736721988
1658,154452.2870248668
1659,148027.35529349488
1660,160602.35174171545
1661,154842.37284507125
1662,157691.75112356502
